target,satellite,label,index,filename,view,period,t0,star_radius,k,aos,i,e,w,ldcs_1,ldcs_2
HD105211,UBr,PC,78,78_local_HD105211_UBr.npy,Local,2.5114502527872213,1480.667838786993,1.78292,0.1003748421593922,10.274398679358034,1.5489221753885791,0.0,0.0,0.3,0.1
HD106983,UBr,PC,285,285_curve_HD106983_UBr.npy,Curve,2.366839646717752,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,285,285_fold_HD106983_UBr.npy,PhaseFold,2.366839646717752,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,285,285_global_HD106983_UBr.npy,Global,2.366839646717752,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,285,285_local_HD106983_UBr.npy,Local,2.366839646717752,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,286,286_curve_HD106983_UBr.npy,Curve,2.368228535606641,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,286,286_fold_HD106983_UBr.npy,PhaseFold,2.368228535606641,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,286,286_global_HD106983_UBr.npy,Global,2.368228535606641,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,286,286_local_HD106983_UBr.npy,Local,2.368228535606641,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,287,287_curve_HD106983_UBr.npy,Curve,2.36961742449553,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,287,287_fold_HD106983_UBr.npy,PhaseFold,2.36961742449553,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,287,287_global_HD106983_UBr.npy,Global,2.36961742449553,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,287,287_local_HD106983_UBr.npy,Local,2.36961742449553,1498.16781178702,0.98,0.1963620812156891,10.387563443986426,1.5515546356048433,0.0,0.0,0.35,0.11
HD106983,UBr,PC,304,304_curve_HD106983_UBr.npy,Curve,4.564625398372166,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,304,304_fold_HD106983_UBr.npy,PhaseFold,4.564625398372166,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,304,304_global_HD106983_UBr.npy,Global,4.564625398372166,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,304,304_local_HD106983_UBr.npy,Local,4.564625398372166,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,305,305_curve_HD106983_UBr.npy,Curve,4.566014287261055,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,305,305_fold_HD106983_UBr.npy,PhaseFold,4.566014287261055,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,305,305_global_HD106983_UBr.npy,Global,4.566014287261055,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,305,305_local_HD106983_UBr.npy,Local,4.566014287261055,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,306,306_curve_HD106983_UBr.npy,Curve,4.567403176149944,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,306,306_fold_HD106983_UBr.npy,PhaseFold,4.567403176149944,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,306,306_global_HD106983_UBr.npy,Global,4.567403176149944,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,306,306_local_HD106983_UBr.npy,Local,4.567403176149944,1499.2177207868394,0.98,0.1913357964459674,11.975335614727134,1.5467704617375886,0.0,0.0,0.25,0.09
HD106983,UBr,PC,323,323_curve_HD106983_UBr.npy,Curve,3.391079972054157,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,323,323_fold_HD106983_UBr.npy,PhaseFold,3.391079972054157,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,323,323_global_HD106983_UBr.npy,Global,3.391079972054157,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,323,323_local_HD106983_UBr.npy,Local,3.391079972054157,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,324,324_curve_HD106983_UBr.npy,Curve,3.3924688609430462,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,324,324_fold_HD106983_UBr.npy,PhaseFold,3.3924688609430462,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,324,324_global_HD106983_UBr.npy,Global,3.3924688609430462,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,324,324_local_HD106983_UBr.npy,Local,3.3924688609430462,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,325,325_curve_HD106983_UBr.npy,Curve,3.393857749831936,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,325,325_fold_HD106983_UBr.npy,PhaseFold,3.393857749831936,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,325,325_global_HD106983_UBr.npy,Global,3.393857749831936,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,325,325_local_HD106983_UBr.npy,Local,3.393857749831936,1467.6304887871106,0.98,0.1368933390563793,11.952723839961465,1.569568045657683,0.0,0.0,0.33,0.14
HD106983,UBr,PC,342,342_curve_HD106983_UBr.npy,Curve,4.642062891006824,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,342,342_fold_HD106983_UBr.npy,PhaseFold,4.642062891006824,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,342,342_global_HD106983_UBr.npy,Global,4.642062891006824,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,342,342_local_HD106983_UBr.npy,Local,4.642062891006824,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,344,344_curve_HD106983_UBr.npy,Curve,4.644840668784602,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,344,344_fold_HD106983_UBr.npy,PhaseFold,4.644840668784602,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,344,344_global_HD106983_UBr.npy,Global,4.644840668784602,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,344,344_local_HD106983_UBr.npy,Local,4.644840668784602,1498.8697887871265,0.98,0.1902447095469722,11.362184034950186,1.5389206585831068,0.0,0.0,0.31,0.13
HD106983,UBr,PC,361,361_curve_HD106983_UBr.npy,Curve,4.567582961663896,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,361,361_fold_HD106983_UBr.npy,PhaseFold,4.567582961663896,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,361,361_global_HD106983_UBr.npy,Global,4.567582961663896,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,361,361_local_HD106983_UBr.npy,Local,4.567582961663896,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,362,362_curve_HD106983_UBr.npy,Curve,4.568971850552785,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,362,362_fold_HD106983_UBr.npy,PhaseFold,4.568971850552785,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,362,362_global_HD106983_UBr.npy,Global,4.568971850552785,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,362,362_local_HD106983_UBr.npy,Local,4.568971850552785,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,363,363_curve_HD106983_UBr.npy,Curve,4.570360739441674,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,363,363_fold_HD106983_UBr.npy,PhaseFold,4.570360739441674,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,363,363_global_HD106983_UBr.npy,Global,4.570360739441674,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,363,363_local_HD106983_UBr.npy,Local,4.570360739441674,1463.7949107869376,0.98,0.1136876166967295,11.69763022868813,1.5467319090062928,0.0,0.0,0.24,0.12
HD106983,UBr,PC,380,380_curve_HD106983_UBr.npy,Curve,3.3769453199083164,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,380,380_fold_HD106983_UBr.npy,PhaseFold,3.3769453199083164,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,380,380_global_HD106983_UBr.npy,Global,3.3769453199083164,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,380,380_local_HD106983_UBr.npy,Local,3.3769453199083164,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,382,382_curve_HD106983_UBr.npy,Curve,3.3797230976860946,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,382,382_fold_HD106983_UBr.npy,PhaseFold,3.3797230976860946,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,382,382_global_HD106983_UBr.npy,Global,3.3797230976860946,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD106983,UBr,PC,382,382_local_HD106983_UBr.npy,Local,3.3797230976860946,1459.8911317868938,0.98,0.1751946924760427,10.30611898763603,1.536563486179478,0.0,0.0,0.27,0.09
HD110879,BAb,PC,475,475_curve_HD110879_BAb.npy,Curve,4.457826115690563,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,475,475_fold_HD110879_BAb.npy,PhaseFold,4.457826115690563,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,475,475_global_HD110879_BAb.npy,Global,4.457826115690563,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,475,475_local_HD110879_BAb.npy,Local,4.457826115690563,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,476,476_curve_HD110879_BAb.npy,Curve,4.459215004579452,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,476,476_fold_HD110879_BAb.npy,PhaseFold,4.459215004579452,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,476,476_global_HD110879_BAb.npy,Global,4.459215004579452,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,476,476_local_HD110879_BAb.npy,Local,4.459215004579452,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,477,477_curve_HD110879_BAb.npy,Curve,4.460603893468341,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,477,477_fold_HD110879_BAb.npy,PhaseFold,4.460603893468341,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,477,477_global_HD110879_BAb.npy,Global,4.460603893468341,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BAb,PC,477,477_local_HD110879_BAb.npy,Local,4.460603893468341,1443.5493107869138,1.67,0.0966185481828583,12.422205116481315,1.5592541992734144,0.0,0.0,0.38,0.12
HD110879,BLb,PC,646,646_curve_HD110879_BLb.npy,Curve,2.301657806971516,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,646,646_fold_HD110879_BLb.npy,PhaseFold,2.301657806971516,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,646,646_global_HD110879_BLb.npy,Global,2.301657806971516,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,646,646_local_HD110879_BLb.npy,Local,2.301657806971516,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,647,647_curve_HD110879_BLb.npy,Curve,2.303046695860405,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,647,647_fold_HD110879_BLb.npy,PhaseFold,2.303046695860405,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,647,647_global_HD110879_BLb.npy,Global,2.303046695860405,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,647,647_local_HD110879_BLb.npy,Local,2.303046695860405,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,648,648_curve_HD110879_BLb.npy,Curve,2.304435584749294,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,648,648_fold_HD110879_BLb.npy,PhaseFold,2.304435584749294,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,648,648_global_HD110879_BLb.npy,Global,2.304435584749294,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,648,648_local_HD110879_BLb.npy,Local,2.304435584749294,1561.144775787167,1.67,0.1169724030907474,18.987366593435368,1.5663229717876082,0.0,0.0,0.35,0.09
HD110879,BLb,PC,665,665_curve_HD110879_BLb.npy,Curve,3.216193618791736,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,665,665_fold_HD110879_BLb.npy,PhaseFold,3.216193618791736,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,665,665_global_HD110879_BLb.npy,Global,3.216193618791736,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,665,665_local_HD110879_BLb.npy,Local,3.216193618791736,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,666,666_curve_HD110879_BLb.npy,Curve,3.217582507680625,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,666,666_fold_HD110879_BLb.npy,PhaseFold,3.217582507680625,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,666,666_global_HD110879_BLb.npy,Global,3.217582507680625,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,666,666_local_HD110879_BLb.npy,Local,3.217582507680625,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,667,667_curve_HD110879_BLb.npy,Curve,3.218971396569514,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,667,667_fold_HD110879_BLb.npy,PhaseFold,3.218971396569514,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,667,667_global_HD110879_BLb.npy,Global,3.218971396569514,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,667,667_local_HD110879_BLb.npy,Local,3.218971396569514,1572.0730507870053,1.67,0.0933017618745168,17.664512959516276,1.561664797949265,0.0,0.0,0.35,0.08
HD110879,BLb,PC,684,684_curve_HD110879_BLb.npy,Curve,1.8121656526917247,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,684,684_fold_HD110879_BLb.npy,PhaseFold,1.8121656526917247,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,684,684_global_HD110879_BLb.npy,Global,1.8121656526917247,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,684,684_local_HD110879_BLb.npy,Local,1.8121656526917247,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,685,685_curve_HD110879_BLb.npy,Curve,1.8135545415806136,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,685,685_fold_HD110879_BLb.npy,PhaseFold,1.8135545415806136,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,685,685_global_HD110879_BLb.npy,Global,1.8135545415806136,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,685,685_local_HD110879_BLb.npy,Local,1.8135545415806136,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,686,686_curve_HD110879_BLb.npy,Curve,1.8149434304695025,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,686,686_fold_HD110879_BLb.npy,PhaseFold,1.8149434304695025,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,686,686_global_HD110879_BLb.npy,Global,1.8149434304695025,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,686,686_local_HD110879_BLb.npy,Local,1.8149434304695025,1556.870918786883,1.67,0.073828205993552,12.496661807179354,1.5409160988442947,0.0,0.0,0.37,0.09
HD110879,BLb,PC,722,722_curve_HD110879_BLb.npy,Curve,3.4781754204351136,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,722,722_fold_HD110879_BLb.npy,PhaseFold,3.4781754204351136,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,722,722_global_HD110879_BLb.npy,Global,3.4781754204351136,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,722,722_local_HD110879_BLb.npy,Local,3.4781754204351136,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,723,723_curve_HD110879_BLb.npy,Curve,3.4795643093240027,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,723,723_fold_HD110879_BLb.npy,PhaseFold,3.4795643093240027,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,723,723_global_HD110879_BLb.npy,Global,3.4795643093240027,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,723,723_local_HD110879_BLb.npy,Local,3.4795643093240027,1543.930897787012,1.67,0.0878321267052785,14.8510746977921,1.5502758376895718,0.0,0.0,0.38,0.1
HD110879,BLb,PC,741,741_curve_HD110879_BLb.npy,Curve,4.6486407937213725,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,741,741_fold_HD110879_BLb.npy,PhaseFold,4.6486407937213725,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,741,741_global_HD110879_BLb.npy,Global,4.6486407937213725,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,741,741_local_HD110879_BLb.npy,Local,4.6486407937213725,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,742,742_curve_HD110879_BLb.npy,Curve,4.650029682610262,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,742,742_fold_HD110879_BLb.npy,PhaseFold,4.650029682610262,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,742,742_global_HD110879_BLb.npy,Global,4.650029682610262,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,742,742_local_HD110879_BLb.npy,Local,4.650029682610262,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,743,743_curve_HD110879_BLb.npy,Curve,4.651418571499151,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
HD110879,BLb,PC,743,743_fold_HD110879_BLb.npy,PhaseFold,4.651418571499151,1521.5958277869818,1.67,0.1216891436368427,10.970488229587588,1.5395113830028824,0.0,0.0,0.37,0.1
